seed,initialization_strategy,architecture,depth,target,topology,operator_family,training_rmse,heldout_rmse,best_loss,hardened_expression,tree_signature,structural_match,failure_type,nan_restarts,wall_seconds
164,biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0007645141978358991,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, x, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.27
164,uniform,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0008040279679214132,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.16
164,xy_biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0008046506706183079,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.11
164,random_hot,hybrid,4,d4_T4,RR,EML,1.677142e+00,1.776590e+00,0.009780613717733437,"EMLTreeHybrid (depth=4, params=84) |   Leaves: x, x, x, 1, x, 1, x, x, x, x, 1, x, y, 1, x, y |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,13.04
165,biased,hybrid,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.000795204381885248,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, 1)",internal=[] leaves=[],no,training_failure,0,11.08
165,uniform,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0007724511962868163,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.02
165,xy_biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0007721383700481457,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, x, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.09
165,random_hot,hybrid,4,d4_T4,RR,EML,5.318038e-01,8.276925e-01,0.0006584629482081373,"EMLTreeHybrid (depth=4, params=84) |   Leaves: x, y, y, 1, y, 1, 1, y, x, y, 1, y, 1, x, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,13.04
166,biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0007796968950470506,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, x, y, 1, y, 1, 1, y, x, 1, 1, x, 1, x, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.39
166,uniform,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.000834068913287198,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, x, y, 1, y, 1, 1, x, x, 1, 1, x, 1, x, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.16
166,xy_biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.000836778492156236,"EMLTreeHybrid (depth=4, params=84) |   Leaves: x, x, y, 1, y, 1, 1, x, x, 1, 1, x, 1, x, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.55
166,random_hot,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0005773298309825,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, x, y, 1, y, 1, 1, y, 1, x, 1, x, 1, x, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,13.13
167,biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0005515045139676487,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, x, y, 1, x, 1, 1, x, x, 1, 1, x, 1, x, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.17
167,uniform,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0007904104490947831,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, x, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,10.97
167,xy_biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0007915606921204078,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, x, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,10.78
167,random_hot,hybrid,4,d4_T4,RR,EML,5.015927e+00,4.581059e+00,0.0014018702612993105,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, x, y, 1, x, 1, 1, y, 1, 1, 1, x, 1, x, x, 1 |   Root:   (f, f)",internal=[] leaves=[],no,training_failure,0,10.83
168,biased,hybrid,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007734596268606633,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, 1)",internal=[] leaves=[],no,training_failure,0,12.42
168,uniform,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.000828705381724205,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,12.36
168,xy_biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0008272170073291477,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,12.4
168,random_hot,hybrid,4,d4_T4,RR,EML,1.123709e+01,1.132893e+01,0.0010723470452533095,"EMLTreeHybrid (depth=4, params=84) |   Leaves: x, 1, 1, 1, y, x, 1, y, x, y, x, y, y, x, x, y |   Root:   (f, f)",internal=[] leaves=[],no,training_failure,0,12.44
169,biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0008089833611329323,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,9.96
169,uniform,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0009219319064611592,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, x, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,12.07
169,xy_biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0008989127596343347,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, x, x, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.74
169,random_hot,hybrid,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007882785918532378,"EMLTreeHybrid (depth=4, params=84) |   Leaves: x, x, y, y, x, 1, 1, y, x, 1, x, x, 1, x, y, 1 |   Root:   (1, 1)",internal=[] leaves=[],no,training_failure,0,10.36
170,biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0008102627914102241,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,9.57
170,uniform,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.000857419777458758,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, y, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,10.76
170,xy_biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0008542568515049421,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, x, 1, y, 1, 1, y, x, y, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.46
170,random_hot,hybrid,4,d4_T4,RR,EML,5.040250e-01,5.784916e-01,0.0008128636290971391,"EMLTreeHybrid (depth=4, params=84) |   Leaves: y, x, y, 1, y, 1, 1, x, 1, 1, 1, y, y, 1, 1, y |   Root:   (1, x)",internal=[] leaves=[],no,training_failure,0,11.7
171,biased,hybrid,4,d4_T4,RR,EML,5.040250e-01,5.784916e-01,0.0004995649535884565,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, 1, y, 1, y, 1, 1, x, x, 1, 1, x, 1, x, x, 1 |   Root:   (1, x)",internal=[] leaves=[],no,training_failure,0,10.06
171,uniform,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0006023164887419887,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, x, x, 1, 1, x, 1, x, x, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,9.93
171,xy_biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0006053730069061939,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, x, x, 1, 1, x, 1, x, x, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,9.93
171,random_hot,hybrid,4,d4_T4,RR,EML,5.040250e-01,5.784916e-01,0.0007842240355481557,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, x, y, 1, y, 1, 1, x, x, 1, 1, y, y, x, x, y |   Root:   (1, x)",internal=[] leaves=[],no,training_failure,0,11.66
172,biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0008066394740057352,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,9.99
172,uniform,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0009069849820035382,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,10.79
172,xy_biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0009117202602622634,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,10.52
172,random_hot,hybrid,4,d4_T4,RR,EML,5.332684e-01,5.108835e-01,0.00046891268230970525,"EMLTreeHybrid (depth=4, params=84) |   Leaves: y, y, x, 1, y, 1, y, x, x, y, 1, x, y, x, 1, y |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.5
173,biased,hybrid,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0009563275885947647,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, 1)",internal=[] leaves=[],no,training_failure,0,9.87
173,uniform,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0009895381001104031,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, x, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,9.79
173,xy_biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0009923096056593814,"EMLTreeHybrid (depth=4, params=84) |   Leaves: y, y, x, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,9.86
173,random_hot,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.000832309444118396,"EMLTreeHybrid (depth=4, params=84) |   Leaves: x, y, x, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, x |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,9.7
174,biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0007739006572006997,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,9.89
174,uniform,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0007891467839680285,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.37
174,xy_biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0007866479880094005,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, y, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.56
174,random_hot,hybrid,4,d4_T4,RR,EML,5.040250e-01,5.784916e-01,0.0009054489797532395,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, x, x, 1, 1, y, x, 1, x, y |   Root:   (1, x)",internal=[] leaves=[],no,training_failure,0,11.68
175,biased,hybrid,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0008281361020594096,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, x, 1, y, y, 1 |   Root:   (1, 1)",internal=[] leaves=[],no,training_failure,0,9.67
175,uniform,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0009371104281622351,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, x, x, 1, 1, x, 1, x, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,9.48
175,xy_biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0009416584211751178,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, x, x, 1, 1, x, 1, x, x, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,9.46
175,random_hot,hybrid,4,d4_T4,RR,EML,1.570521e+00,2.151966e+00,0.0011478658643220663,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, x, y, 1, x, 1, 1, x, 1, x, 1, x, 1, x, x, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.6
176,biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0007940768239599063,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, x, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.64
176,uniform,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.000838096894722239,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, x, x, 1, y, 1, 1, x, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.66
176,xy_biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0008329170174610337,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, x, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.48
176,random_hot,hybrid,4,d4_T4,RR,EML,1.570521e+00,2.151966e+00,0.0009201852533177617,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, x, y, 1, x, 1, 1, y, 1, 1, 1, x, 1, x, x, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.65
177,biased,hybrid,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.000927959285278467,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, 1)",internal=[] leaves=[],no,training_failure,0,9.78
177,uniform,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0009886379000182243,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, x, 1, 1, y, x, 1, 1, x, 1, x, x, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,9.78
177,xy_biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0009898815620662015,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, x, y, 1, y, x, 1, 1, x, 1, x, x, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,9.81
177,random_hot,hybrid,4,d4_T4,RR,EML,4.633711e-02,1.220366e-01,0.0011264414588690844,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, x, x, x, 1, 1, y, y, x, y, y, 1, x, x, x |   Root:   (1, f)",internal=[] leaves=[],no,hardening_failure,0,9.69
178,biased,hybrid,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007698941168805129,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, 1)",internal=[] leaves=[],no,training_failure,0,9.83
178,uniform,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0005843705061548939,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.33
178,xy_biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0005913457845092927,"EMLTreeHybrid (depth=4, params=84) |   Leaves: x, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.09
178,random_hot,hybrid,4,d4_T4,RR,EML,5.040250e-01,5.784916e-01,0.0005757723310684837,"EMLTreeHybrid (depth=4, params=84) |   Leaves: x, x, x, 1, y, 1, 1, x, x, 1, 1, x, y, x, 1, y |   Root:   (1, x)",internal=[] leaves=[],no,training_failure,0,11.65
179,biased,hybrid,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0009137491674806071,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, x, 1, y, 1, 1, x, x, 1, 1, x, 1, y, y, 1 |   Root:   (1, 1)",internal=[] leaves=[],no,training_failure,0,9.58
179,uniform,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.000965966409889392,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, x, 1, y, 1, 1, x, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.55
179,xy_biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0009104167459023687,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, x, 1, 1, y, x, 1, 1, x, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,10.78
179,random_hot,hybrid,4,d4_T4,RR,EML,6.143154e-01,7.042642e-01,inf,"EMLTreeHybrid (depth=4, params=84) |   Leaves: y, x, 1, x, 1, y, x, 1, 1, 1, x, 1, 1, x, y, x |   Root:   (1, y)",internal=[] leaves=[],no,training_failure,100,2.75
180,biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0008452522314558701,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, x, x, 1, x, 1, 1, y, x, 1, 1, x, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,9.48
180,uniform,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0008205337169450856,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, x, x, 1, y, 1, 1, x, x, y, 1, x, 1, x, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.44
180,xy_biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0004983075491688285,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, x, x, 1, y, 1, 1, x, x, y, 1, x, 1, x, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.5
180,random_hot,hybrid,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0010873807829721365,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, x, y, 1, x, x, x, y, x, 1, 1, x, y, 1, y, 1 |   Root:   (1, 1)",internal=[] leaves=[],no,training_failure,0,9.72
181,biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0007798201515050456,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.69
181,uniform,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0012728754975756507,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, x, 1, 1, y, 1, 1, 1, y, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,9.74
181,xy_biased,hybrid,4,d4_T4,RR,EML,7.452755e-02,1.471912e-01,0.0011618856614560476,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, x, 1, 1, y, y, 1, 1, y, 1, x, x, 1 |   Root:   (1, f)",internal=[] leaves=[],no,hardening_failure,0,9.96
181,random_hot,hybrid,4,d4_T4,RR,EML,5.040250e-01,5.784916e-01,0.0005923121263797094,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, x, 1, x, y, x, y, y, x, 1, y, y, 1 |   Root:   (1, x)",internal=[] leaves=[],no,training_failure,0,9.64
182,biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0007916716739061621,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, 1, y, 1, y, 1, 1, y, x, 1, 1, x, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,9.8
182,uniform,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0009272223561814238,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, x, y, 1, y, 1, 1, x, x, 1, 1, x, 1, x, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,9.64
182,xy_biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0009259157171258237,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, x, y, 1, y, 1, 1, x, x, 1, 1, x, 1, x, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,9.57
182,random_hot,hybrid,4,d4_T4,RR,EML,5.040250e-01,5.784916e-01,0.0006745596512992772,"EMLTreeHybrid (depth=4, params=84) |   Leaves: x, x, y, 1, y, 1, 1, x, x, y, 1, y, y, x, x, y |   Root:   (1, x)",internal=[] leaves=[],no,training_failure,0,11.63
183,biased,hybrid,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0008480305187113336,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, x, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, 1)",internal=[] leaves=[],no,training_failure,0,9.36
183,uniform,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0008739214313816234,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, x, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,10.55
183,xy_biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0008867850789940615,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, x, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,10.29
183,random_hot,hybrid,4,d4_T4,RR,EML,1.185625e+01,1.160428e+01,0.0010352364632993595,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, x, 1, y, 1, 1, y, x, 1, 1, y, 1, x, x, 1 |   Root:   (f, f)",internal=[] leaves=[],no,training_failure,0,9.45
184,biased,hybrid,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007694498238772511,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, y, y, 1 |   Root:   (1, 1)",internal=[] leaves=[],no,training_failure,0,9.87
184,uniform,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0009118038296032684,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, x, x, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.01
184,xy_biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0009222991190086819,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, y, 1, 1, y, x, 1, 1, y, 1, x, x, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,10.98
184,random_hot,hybrid,4,d4_T4,RR,EML,7.894279e+00,8.461285e+00,0.0011540309668216437,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, x, 1, 1, 1, y, 1, y, x, y, x, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.39
185,biased,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.000818074606363835,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, x, 1, 1, x, x, 1, 1, x, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,9.86
185,uniform,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0012245150817865725,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, x, 1, 1, y, x, 1, 1, x, 1, y, y, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,10.01
185,xy_biased,hybrid,4,d4_T4,RR,EML,7.452755e-02,1.471912e-01,0.001191459161473251,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, y, y, 1, x, 1, 1, y, x, 1, 1, x, 1, x, x, 1 |   Root:   (1, f)",internal=[] leaves=[],no,hardening_failure,0,9.99
185,random_hot,hybrid,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0010695132265831318,"EMLTreeHybrid (depth=4, params=84) |   Leaves: y, y, y, 1, x, 1, 1, y, y, 1, 1, x, 1, x, x, 1 |   Root:   (1, f)",internal=[] leaves=[],no,training_failure,0,11.61
186,biased,hybrid,4,d4_T4,RR,EML,5.040250e-01,5.784916e-01,0.00044696597352665357,"EMLTreeHybrid (depth=4, params=84) |   Leaves: 1, x, x, 1, y, 1, 1, x, x, y, 1, x, 1, x, x, 1 |   Root:   (1, x)",internal=[] leaves=[],no,training_failure,0,10.04
